#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chrUn_JTFH01001867v1_decoy	1	2909	2	302	10.3816	0.103816	36.9	60
chrUn_JTFH01001868v1_decoy	1	2904	2	302	10.3994	0.103994	36.8	60
chrUn_JTFH01001869v1_decoy	1	2892	4	392	13.5546	0.152144	34.5	13.5
chrUn_JTFH01001870v1_decoy	1	2886	13	624	21.6216	0.313236	34.9	3.54
chrUn_JTFH01001874v1_decoy	1	2861	3	453	15.8336	0.158336	35.6	60
chrUn_JTFH01001875v1_decoy	1	2856	8	729	25.5252	0.35049	36	47.6
chrUn_JTFH01001876v1_decoy	1	2838	2	239	8.42142	0.105356	36.8	60
chrUn_JTFH01001878v1_decoy	1	2797	9	824	29.4601	0.396139	36.2	16.6
chrUn_JTFH01001879v1_decoy	1	2788	2	218	7.81923	0.108321	34.1	60
chrUn_JTFH01001880v1_decoy	1	2773	1	151	5.44537	0.0544537	36.2	60
chrUn_JTFH01001884v1_decoy	1	2725	3	341	12.5138	0.125138	30.5	10.3
chrUn_JTFH01001887v1_decoy	1	2669	3	283	10.6032	0.169726	36.7	60
chrUn_JTFH01001888v1_decoy	1	2663	40	1537	57.7169	1.4018	35.1	17.8
chrUn_JTFH01001889v1_decoy	1	2652	7	515	19.4193	0.262066	33.7	9.57
chrUn_JTFH01001892v1_decoy	1	2633	1	149	5.65894	0.0565894	36.8	0
chrUn_JTFH01001893v1_decoy	1	2629	4	289	10.9928	0.155953	34.8	14
chrUn_JTFH01001896v1_decoy	1	2566	1	151	5.88465	0.0588465	36.7	0
chrUn_JTFH01001898v1_decoy	1	2551	6	451	17.6793	0.22305	32	53.3
chrUn_JTFH01001899v1_decoy	1	2551	239	1897	74.363	12.8718	35.9	20.6
chrUn_JTFH01001903v1_decoy	1	2498	1	151	6.04484	0.0604484	33.9	0
chrUn_JTFH01001905v1_decoy	1	2483	3	409	16.472	0.182441	36.6	40
chrUn_JTFH01001906v1_decoy	1	2475	3	293	11.8384	0.17697	34.6	26.7
chrUn_JTFH01001908v1_decoy	1	2455	1	151	6.15071	0.0615071	36.6	60
chrUn_JTFH01001910v1_decoy	1	2437	1	34	1.39516	0.0139516	23.4	8
chrUn_JTFH01001911v1_decoy	1	2435	6	512	21.0267	0.318275	36.4	5.17
chrUn_JTFH01001914v1_decoy	1	2413	5	652	27.0203	0.309159	36.1	43.6
chrUn_JTFH01001915v1_decoy	1	2412	8	920	38.1426	0.493367	36	31.4
chrUn_JTFH01001916v1_decoy	1	2400	6	718	29.9167	0.360417	36.6	24
chrUn_JTFH01001917v1_decoy	1	2399	4	310	12.9221	0.148812	36.8	0
chrUn_JTFH01001918v1_decoy	1	2396	2	255	10.6427	0.120618	36.9	54
chrUn_JTFH01001919v1_decoy	1	2393	3	342	14.2917	0.142917	36.3	0.333
chrUn_JTFH01001920v1_decoy	1	2386	2	302	12.6572	0.126572	36.6	60
chrUn_JTFH01001921v1_decoy	1	2384	4	351	14.7232	0.198826	35.4	0
chrUn_JTFH01001922v1_decoy	1	2382	3	377	15.827	0.190176	36.7	60
chrUn_JTFH01001927v1_decoy	1	2361	2	282	11.9441	0.127912	37	60
chrUn_JTFH01001928v1_decoy	1	2353	8	424	18.0195	0.228644	35.4	9.75
chrUn_JTFH01001929v1_decoy	1	2349	599	1775	75.5641	35.5632	35.8	25.6
chrUn_JTFH01001931v1_decoy	1	2340	10	712	30.4274	0.498291	35.1	28.7
chrUn_JTFH01001934v1_decoy	1	2333	4	427	18.3026	0.183026	35.7	33
chrUn_JTFH01001935v1_decoy	1	2330	2	174	7.46781	0.129614	36.5	0
chrUn_JTFH01001936v1_decoy	1	2327	2	302	12.9781	0.129781	36.3	54
chrUn_JTFH01001937v1_decoy	1	2318	2	302	13.0285	0.130285	36.5	60
chrUn_JTFH01001938v1_decoy	1	2293	6	709	30.9202	0.391627	36.1	43.8
chrUn_JTFH01001939v1_decoy	1	2292	3	439	19.1536	0.197644	32.6	60
chrUn_JTFH01001940v1_decoy	1	2287	2	289	12.6366	0.126366	36.9	54
chrUn_JTFH01001941v1_decoy	1	2274	2	187	8.22339	0.0822339	36.8	0
chrUn_JTFH01001943v1_decoy	1	2267	4	397	17.5121	0.266431	36.9	60
chrUn_JTFH01001945v1_decoy	1	2257	2	302	13.3806	0.133806	36.4	27
chrUn_JTFH01001946v1_decoy	1	2240	5	572	25.5357	0.287946	33.6	36
chrUn_JTFH01001947v1_decoy	1	2239	6	590	26.351	0.393926	35.5	12.3
chrUn_JTFH01001948v1_decoy	1	2232	13	355	15.905	0.663082	35.8	5.23
chrUn_JTFH01001949v1_decoy	1	2230	4	375	16.8161	0.22287	36.3	24.2
chrUn_JTFH01001953v1_decoy	1	2214	5	422	19.0605	0.314363	35	16
chrUn_JTFH01001954v1_decoy	1	2210	2	262	11.8552	0.118552	36.5	1
chrUn_JTFH01001955v1_decoy	1	2203	2	283	12.8461	0.128461	35.7	7
chrUn_JTFH01001956v1_decoy	1	2197	4	161	7.32817	0.250797	36.5	2.5
chrUn_JTFH01001959v1_decoy	1	2179	13	802	36.8059	0.880679	36.4	37.3
chrUn_JTFH01001960v1_decoy	1	2178	6	616	28.2828	0.406795	36	21.3
chrUn_JTFH01001961v1_decoy	1	2178	31	1497	68.7328	2.01148	35.5	17.9
chrUn_JTFH01001963v1_decoy	1	2170	7	705	32.4885	0.465438	34.7	51.4
chrUn_JTFH01001965v1_decoy	1	2167	2	302	13.9363	0.139363	33.3	60
chrUn_JTFH01001966v1_decoy	1	2157	4	342	15.8554	0.195178	35.9	4.75
chrUn_JTFH01001969v1_decoy	1	2147	4	529	24.639	0.281323	36.5	60
chrUn_JTFH01001970v1_decoy	1	2145	4	369	17.2028	0.281585	34.9	30.8
chrUn_JTFH01001972v1_decoy	1	2142	4	525	24.5098	0.279178	36.6	35
chrUn_JTFH01001973v1_decoy	1	2136	150	1599	74.8596	9.61376	36.1	18.2
chrUn_JTFH01001974v1_decoy	1	2130	38	1069	50.1878	1.91878	35.5	10.9
chrUn_JTFH01001975v1_decoy	1	2128	1	142	6.67293	0.0667293	36.9	30
chrUn_JTFH01001976v1_decoy	1	2126	3	432	20.3198	0.203198	32.3	60
chrUn_JTFH01001978v1_decoy	1	2119	5	536	25.295	0.3563	36	27.6
chrUn_JTFH01001979v1_decoy	1	2107	15	1246	59.1362	1.0636	35.9	47.1
chrUn_JTFH01001980v1_decoy	1	2091	4	466	22.286	0.288857	36.4	60
chrUn_JTFH01001981v1_decoy	1	2087	314	1896	90.8481	20.9118	36.1	20
chrUn_JTFH01001982v1_decoy	1	2086	17	659	31.5916	0.861457	36.3	15.2
chrUn_JTFH01001984v1_decoy	1	2075	2	302	14.5542	0.145542	35.7	0
chrUn_JTFH01001985v1_decoy	1	2075	1	151	7.27711	0.0727711	34.5	0
chrUn_JTFH01001986v1_decoy	1	2072	11	1097	52.944	0.688224	35.7	38.1
chrUn_JTFH01001987v1_decoy	1	2068	385	1800	87.0406	26.5121	36.1	24.6
chrUn_JTFH01001990v1_decoy	1	2051	8	1024	49.9269	0.588981	36.3	56.5
chrUn_JTFH01001991v1_decoy	1	2050	3	409	19.9512	0.199512	35.8	9.33
chrUn_JTFH01001992v1_decoy	1	2033	3	306	15.0516	0.176586	36.9	40
chrUn_JTFH01001995v1_decoy	1	2011	1	146	7.26007	0.0726007	36.9	0
chrUn_JTFH01001997v1_decoy	1	2003	6	663	33.1003	0.423365	36.5	41
chrUn_JTFH01001998v1_decoy	1	2001	42	1085	54.2229	3.02749	36.1	26.6
HLA-A*01:14	1	3095	2	302	9.75767	0.0975767	36.7	0
HLA-C*04:01:01:01	1	3349	2	302	9.01762	0.0901762	36.8	0
HLA-C*12:99	1	3349	2	274	8.18155	0.0901762	36.9	0
HLA-DQA1*01:04:01:01	1	6484	2	302	4.65762	0.0465762	36.5	0
HLA-DQB1*05:01:01:02	1	7090	2	302	4.25952	0.0425952	32.3	0
HLA-DQB1*05:03:01:01	1	7089	2	302	4.26012	0.0426012	35.8	0
HLA-DRB1*04:03:01	1	15246	2	302	1.98085	0.0198085	36.6	0
HLA-DRB1*10:01:01	1	13501	4	604	4.47374	0.0447374	33.3	0
chr14_KI270726v1_random	1	43739	0	0	0	0	0	0
chrUn_KI270302v1	1	2274	0	0	0	0	0	0
chrUn_KI270304v1	1	2165	0	0	0	0	0	0
chrUn_KI270310v1	1	1201	0	0	0	0	0	0
chrUn_KI270317v1	1	37690	0	0	0	0	0	0
chrUn_KI270412v1	1	1179	0	0	0	0	0	0
chrUn_KI270411v1	1	2646	0	0	0	0	0	0
chrUn_KI270424v1	1	2140	0	0	0	0	0	0
chrUn_KI270422v1	1	1445	0	0	0	0	0	0
chrUn_KI270423v1	1	981	0	0	0	0	0	0
chrUn_KI270425v1	1	1884	0	0	0	0	0	0
chrUn_KI270516v1	1	1300	0	0	0	0	0	0
chrUn_KI270529v1	1	1899	0	0	0	0	0	0
chrUn_KI270528v1	1	2983	0	0	0	0	0	0
chrUn_KI270530v1	1	2168	0	0	0	0	0	0
chrUn_KI270548v1	1	1599	0	0	0	0	0	0
chrUn_KI270580v1	1	1553	0	0	0	0	0	0
chrUn_KI270329v1	1	1040	0	0	0	0	0	0
chrUn_KI270338v1	1	1428	0	0	0	0	0	0
chrUn_KI270363v1	1	1803	0	0	0	0	0	0
chrUn_KI270378v1	1	1048	0	0	0	0	0	0
chrUn_KI270379v1	1	1045	0	0	0	0	0	0
chrUn_KI270389v1	1	1298	0	0	0	0	0	0
chrUn_KI270390v1	1	2387	0	0	0	0	0	0
chrUn_KI270387v1	1	1537	0	0	0	0	0	0
chrUn_KI270395v1	1	1143	0	0	0	0	0	0
chrUn_KI270396v1	1	1880	0	0	0	0	0	0
chrUn_KI270388v1	1	1216	0	0	0	0	0	0
chrUn_KI270394v1	1	970	0	0	0	0	0	0
chrUn_KI270386v1	1	1788	0	0	0	0	0	0
chrUn_KI270391v1	1	1484	0	0	0	0	0	0
chrUn_KI270383v1	1	1750	0	0	0	0	0	0
chrUn_KI270393v1	1	1308	0	0	0	0	0	0
chrUn_KI270384v1	1	1658	0	0	0	0	0	0
chrUn_KI270392v1	1	971	0	0	0	0	0	0
chrUn_KI270381v1	1	1930	0	0	0	0	0	0
chrUn_KI270385v1	1	990	0	0	0	0	0	0
chrUn_KI270376v1	1	1136	0	0	0	0	0	0
chrUn_KI270372v1	1	1650	0	0	0	0	0	0
chrUn_KI270373v1	1	1451	0	0	0	0	0	0
chrUn_KI270375v1	1	2378	0	0	0	0	0	0
chrUn_KI270752v1	1	27745	0	0	0	0	0	0
chr19_KI270933v1_alt	1	170537	0	0	0	0	0	0
chrUn_KN707606v1_decoy	1	2200	0	0	0	0	0	0
chrUn_KN707609v1_decoy	1	1642	0	0	0	0	0	0
chrUn_KN707610v1_decoy	1	1393	0	0	0	0	0	0
chrUn_KN707612v1_decoy	1	1039	0	0	0	0	0	0
chrUn_KN707614v1_decoy	1	3122	0	0	0	0	0	0
chrUn_KN707615v1_decoy	1	1934	0	0	0	0	0	0
chrUn_KN707618v1_decoy	1	2295	0	0	0	0	0	0
chrUn_KN707619v1_decoy	1	1551	0	0	0	0	0	0
chrUn_KN707621v1_decoy	1	1222	0	0	0	0	0	0
chrUn_KN707622v1_decoy	1	1535	0	0	0	0	0	0
chrUn_KN707623v1_decoy	1	3784	0	0	0	0	0	0
chrUn_KN707624v1_decoy	1	1329	0	0	0	0	0	0
chrUn_KN707625v1_decoy	1	1238	0	0	0	0	0	0
chrUn_KN707627v1_decoy	1	5821	0	0	0	0	0	0
chrUn_KN707628v1_decoy	1	2960	0	0	0	0	0	0
chrUn_KN707629v1_decoy	1	1848	0	0	0	0	0	0
chrUn_KN707632v1_decoy	1	1424	0	0	0	0	0	0
chrUn_KN707633v1_decoy	1	1274	0	0	0	0	0	0
chrUn_KN707634v1_decoy	1	1007	0	0	0	0	0	0
chrUn_KN707635v1_decoy	1	1414	0	0	0	0	0	0
chrUn_KN707641v1_decoy	1	1647	0	0	0	0	0	0
chrUn_KN707649v1_decoy	1	1775	0	0	0	0	0	0
chrUn_KN707654v1_decoy	1	3644	0	0	0	0	0	0
chrUn_KN707665v1_decoy	1	2670	0	0	0	0	0	0
chrUn_KN707669v1_decoy	1	1184	0	0	0	0	0	0
chrUn_KN707674v1_decoy	1	2848	0	0	0	0	0	0
chrUn_KN707675v1_decoy	1	10556	0	0	0	0	0	0
chrUn_KN707676v1_decoy	1	9066	0	0	0	0	0	0
chrUn_KN707678v1_decoy	1	2462	0	0	0	0	0	0
chrUn_KN707679v1_decoy	1	1774	0	0	0	0	0	0
chrUn_KN707680v1_decoy	1	1297	0	0	0	0	0	0
chrUn_KN707683v1_decoy	1	4068	0	0	0	0	0	0
chrUn_KN707684v1_decoy	1	2940	0	0	0	0	0	0
chrUn_KN707685v1_decoy	1	3938	0	0	0	0	0	0
chrUn_KN707692v1_decoy	1	4813	0	0	0	0	0	0
chrUn_KN707694v1_decoy	1	1228	0	0	0	0	0	0
chrUn_KN707696v1_decoy	1	3828	0	0	0	0	0	0
chrUn_KN707697v1_decoy	1	1186	0	0	0	0	0	0
chrUn_KN707699v1_decoy	1	2795	0	0	0	0	0	0
chrUn_KN707700v1_decoy	1	3703	0	0	0	0	0	0
chrUn_KN707701v1_decoy	1	6722	0	0	0	0	0	0
chrUn_KN707704v1_decoy	1	2871	0	0	0	0	0	0
chrUn_KN707705v1_decoy	1	4632	0	0	0	0	0	0
chrUn_KN707706v1_decoy	1	4225	0	0	0	0	0	0
chrUn_KN707708v1_decoy	1	2305	0	0	0	0	0	0
chrUn_KN707711v1_decoy	1	4154	0	0	0	0	0	0
chrUn_KN707712v1_decoy	1	1243	0	0	0	0	0	0
chrUn_KN707713v1_decoy	1	1308	0	0	0	0	0	0
chrUn_KN707714v1_decoy	1	2922	0	0	0	0	0	0
chrUn_KN707715v1_decoy	1	3044	0	0	0	0	0	0
chrUn_KN707716v1_decoy	1	2888	0	0	0	0	0	0
chrUn_KN707718v1_decoy	1	4969	0	0	0	0	0	0
chrUn_KN707721v1_decoy	1	1105	0	0	0	0	0	0
chrUn_KN707722v1_decoy	1	2884	0	0	0	0	0	0
chrUn_KN707723v1_decoy	1	1124	0	0	0	0	0	0
chrUn_KN707724v1_decoy	1	1454	0	0	0	0	0	0
chrUn_KN707725v1_decoy	1	2565	0	0	0	0	0	0
chrUn_KN707726v1_decoy	1	2149	0	0	0	0	0	0
chrUn_KN707728v1_decoy	1	14625	0	0	0	0	0	0
chrUn_KN707729v1_decoy	1	7431	0	0	0	0	0	0
chrUn_KN707732v1_decoy	1	1227	0	0	0	0	0	0
chrUn_KN707737v1_decoy	1	1270	0	0	0	0	0	0
chrUn_KN707738v1_decoy	1	4365	0	0	0	0	0	0
chrUn_KN707741v1_decoy	1	5601	0	0	0	0	0	0
chrUn_KN707745v1_decoy	1	1276	0	0	0	0	0	0
chrUn_KN707746v1_decoy	1	5083	0	0	0	0	0	0
chrUn_KN707747v1_decoy	1	2075	0	0	0	0	0	0
chrUn_KN707751v1_decoy	1	3546	0	0	0	0	0	0
chrUn_KN707754v1_decoy	1	2243	0	0	0	0	0	0
chrUn_KN707758v1_decoy	1	2826	0	0	0	0	0	0
chrUn_KN707759v1_decoy	1	1221	0	0	0	0	0	0
chrUn_KN707760v1_decoy	1	1169	0	0	0	0	0	0
chrUn_KN707761v1_decoy	1	2319	0	0	0	0	0	0
chrUn_KN707762v1_decoy	1	3450	0	0	0	0	0	0
chrUn_KN707765v1_decoy	1	6020	0	0	0	0	0	0
chrUn_KN707766v1_decoy	1	2303	0	0	0	0	0	0
chrUn_KN707767v1_decoy	1	2552	0	0	0	0	0	0
chrUn_KN707769v1_decoy	1	1591	0	0	0	0	0	0
chrUn_KN707770v1_decoy	1	1209	0	0	0	0	0	0
chrUn_KN707772v1_decoy	1	8915	0	0	0	0	0	0
chrUn_KN707776v1_decoy	1	2618	0	0	0	0	0	0
chrUn_KN707777v1_decoy	1	10311	0	0	0	0	0	0
chrUn_KN707778v1_decoy	1	2440	0	0	0	0	0	0
chrUn_KN707779v1_decoy	1	12444	0	0	0	0	0	0
chrUn_KN707782v1_decoy	1	5277	0	0	0	0	0	0
chrUn_KN707784v1_decoy	1	3224	0	0	0	0	0	0
chrUn_KN707785v1_decoy	1	2631	0	0	0	0	0	0
chrUn_KN707786v1_decoy	1	5385	0	0	0	0	0	0
chrUn_KN707787v1_decoy	1	3678	0	0	0	0	0	0
chrUn_KN707789v1_decoy	1	1443	0	0	0	0	0	0
chrUn_KN707790v1_decoy	1	1098	0	0	0	0	0	0
chrUn_KN707792v1_decoy	1	1915	0	0	0	0	0	0
chrUn_KN707794v1_decoy	1	7219	0	0	0	0	0	0
chrUn_KN707795v1_decoy	1	3277	0	0	0	0	0	0
chrUn_KN707796v1_decoy	1	3473	0	0	0	0	0	0
chrUn_KN707797v1_decoy	1	4243	0	0	0	0	0	0
chrUn_KN707799v1_decoy	1	5095	0	0	0	0	0	0
chrUn_KN707800v1_decoy	1	2237	0	0	0	0	0	0
chrUn_KN707804v1_decoy	1	4383	0	0	0	0	0	0
chrUn_KN707805v1_decoy	1	5446	0	0	0	0	0	0
chrUn_KN707806v1_decoy	1	6252	0	0	0	0	0	0
chrUn_KN707808v1_decoy	1	3021	0	0	0	0	0	0
chrUn_KN707810v1_decoy	1	4563	0	0	0	0	0	0
chrUn_KN707812v1_decoy	1	3845	0	0	0	0	0	0
chrUn_KN707813v1_decoy	1	2272	0	0	0	0	0	0
chrUn_KN707814v1_decoy	1	4764	0	0	0	0	0	0
chrUn_KN707817v1_decoy	1	1762	0	0	0	0	0	0
chrUn_KN707818v1_decoy	1	1207	0	0	0	0	0	0
chrUn_KN707819v1_decoy	1	1331	0	0	0	0	0	0
chrUn_KN707820v1_decoy	1	8307	0	0	0	0	0	0
chrUn_KN707823v1_decoy	1	3970	0	0	0	0	0	0
chrUn_KN707824v1_decoy	1	1352	0	0	0	0	0	0
chrUn_KN707825v1_decoy	1	3040	0	0	0	0	0	0
chrUn_KN707826v1_decoy	1	2070	0	0	0	0	0	0
chrUn_KN707829v1_decoy	1	1835	0	0	0	0	0	0
chrUn_KN707830v1_decoy	1	4807	0	0	0	0	0	0
chrUn_KN707831v1_decoy	1	2201	0	0	0	0	0	0
chrUn_KN707834v1_decoy	1	1064	0	0	0	0	0	0
chrUn_KN707835v1_decoy	1	1932	0	0	0	0	0	0
chrUn_KN707837v1_decoy	1	1178	0	0	0	0	0	0
chrUn_KN707838v1_decoy	1	2926	0	0	0	0	0	0
chrUn_KN707839v1_decoy	1	1038	0	0	0	0	0	0
chrUn_KN707841v1_decoy	1	8992	0	0	0	0	0	0
chrUn_KN707843v1_decoy	1	4880	0	0	0	0	0	0
chrUn_KN707844v1_decoy	1	1766	0	0	0	0	0	0
chrUn_KN707847v1_decoy	1	1234	0	0	0	0	0	0
chrUn_KN707848v1_decoy	1	1205	0	0	0	0	0	0
chrUn_KN707849v1_decoy	1	2790	0	0	0	0	0	0
chrUn_KN707850v1_decoy	1	2006	0	0	0	0	0	0
chrUn_KN707851v1_decoy	1	4593	0	0	0	0	0	0
chrUn_KN707852v1_decoy	1	1579	0	0	0	0	0	0
chrUn_KN707855v1_decoy	1	3219	0	0	0	0	0	0
chrUn_KN707856v1_decoy	1	2300	0	0	0	0	0	0
chrUn_KN707858v1_decoy	1	2959	0	0	0	0	0	0
chrUn_KN707867v1_decoy	1	1544	0	0	0	0	0	0
chrUn_KN707868v1_decoy	1	1005	0	0	0	0	0	0
chrUn_KN707869v1_decoy	1	8632	0	0	0	0	0	0
chrUn_KN707880v1_decoy	1	1208	0	0	0	0	0	0
chrUn_KN707894v1_decoy	1	1366	0	0	0	0	0	0
chrUn_KN707907v1_decoy	1	7776	0	0	0	0	0	0
chrUn_KN707908v1_decoy	1	19837	0	0	0	0	0	0
chrUn_KN707909v1_decoy	1	1737	0	0	0	0	0	0
chrUn_KN707910v1_decoy	1	1098	0	0	0	0	0	0
chrUn_KN707911v1_decoy	1	1893	0	0	0	0	0	0
chrUn_KN707912v1_decoy	1	1281	0	0	0	0	0	0
chrUn_KN707917v1_decoy	1	1265	0	0	0	0	0	0
chrUn_KN707918v1_decoy	1	2623	0	0	0	0	0	0
chrUn_KN707919v1_decoy	1	4850	0	0	0	0	0	0
chrUn_KN707922v1_decoy	1	3041	0	0	0	0	0	0
chrUn_KN707923v1_decoy	1	1409	0	0	0	0	0	0
chrUn_KN707924v1_decoy	1	4596	0	0	0	0	0	0
chrUn_KN707925v1_decoy	1	11555	0	0	0	0	0	0
chrUn_KN707926v1_decoy	1	1266	0	0	0	0	0	0
chrUn_KN707927v1_decoy	1	1079	0	0	0	0	0	0
chrUn_KN707928v1_decoy	1	1087	0	0	0	0	0	0
chrUn_KN707929v1_decoy	1	1226	0	0	0	0	0	0
chrUn_KN707930v1_decoy	1	1131	0	0	0	0	0	0
chrUn_KN707931v1_decoy	1	1199	0	0	0	0	0	0
chrUn_KN707935v1_decoy	1	1312	0	0	0	0	0	0
chrUn_KN707937v1_decoy	1	7445	0	0	0	0	0	0
chrUn_KN707938v1_decoy	1	1770	0	0	0	0	0	0
chrUn_KN707940v1_decoy	1	1882	0	0	0	0	0	0
chrUn_KN707942v1_decoy	1	1300	0	0	0	0	0	0
chrUn_KN707943v1_decoy	1	5325	0	0	0	0	0	0
chrUn_KN707944v1_decoy	1	2043	0	0	0	0	0	0
chrUn_KN707945v1_decoy	1	1072	0	0	0	0	0	0
chrUn_KN707946v1_decoy	1	2463	0	0	0	0	0	0
chrUn_KN707947v1_decoy	1	1010	0	0	0	0	0	0
chrUn_KN707948v1_decoy	1	1432	0	0	0	0	0	0
chrUn_KN707949v1_decoy	1	1162	0	0	0	0	0	0
chrUn_KN707950v1_decoy	1	1095	0	0	0	0	0	0
chrUn_KN707952v1_decoy	1	1383	0	0	0	0	0	0
chrUn_KN707954v1_decoy	1	1648	0	0	0	0	0	0
chrUn_KN707955v1_decoy	1	2203	0	0	0	0	0	0
chrUn_KN707958v1_decoy	1	2474	0	0	0	0	0	0
chrUn_KN707960v1_decoy	1	1238	0	0	0	0	0	0
chrUn_KN707961v1_decoy	1	3410	0	0	0	0	0	0
chrUn_KN707977v1_decoy	1	1101	0	0	0	0	0	0
chrUn_KN707978v1_decoy	1	1101	0	0	0	0	0	0
chrUn_KN707981v1_decoy	1	2520	0	0	0	0	0	0
chrUn_KN707983v1_decoy	1	2606	0	0	0	0	0	0
chrUn_KN707991v1_decoy	1	2193	0	0	0	0	0	0
chrUn_JTFH01000006v1_decoy	1	10074	0	0	0	0	0	0
chrUn_JTFH01000011v1_decoy	1	8920	0	0	0	0	0	0
chrUn_JTFH01000014v1_decoy	1	8261	0	0	0	0	0	0
chrUn_JTFH01000015v1_decoy	1	8131	0	0	0	0	0	0
chrUn_JTFH01000019v1_decoy	1	7702	0	0	0	0	0	0
chrUn_JTFH01000021v1_decoy	1	7368	0	0	0	0	0	0
chrUn_JTFH01000024v1_decoy	1	7019	0	0	0	0	0	0
chrUn_JTFH01000026v1_decoy	1	6994	0	0	0	0	0	0
chrUn_JTFH01000028v1_decoy	1	6797	0	0	0	0	0	0
chrUn_JTFH01000029v1_decoy	1	6525	0	0	0	0	0	0
chrUn_JTFH01000032v1_decoy	1	5914	0	0	0	0	0	0
chrUn_JTFH01000034v1_decoy	1	5879	0	0	0	0	0	0
chrUn_JTFH01000035v1_decoy	1	5834	0	0	0	0	0	0
chrUn_JTFH01000036v1_decoy	1	5743	0	0	0	0	0	0
chrUn_JTFH01000037v1_decoy	1	5577	0	0	0	0	0	0
chrUn_JTFH01000038v1_decoy	1	5413	0	0	0	0	0	0
chrUn_JTFH01000039v1_decoy	1	5250	0	0	0	0	0	0
chrUn_JTFH01000042v1_decoy	1	5058	0	0	0	0	0	0
chrUn_JTFH01000043v1_decoy	1	4959	0	0	0	0	0	0
chrUn_JTFH01000044v1_decoy	1	4853	0	0	0	0	0	0
chrUn_JTFH01000045v1_decoy	1	4828	0	0	0	0	0	0
chrUn_JTFH01000046v1_decoy	1	4819	0	0	0	0	0	0
chrUn_JTFH01000047v1_decoy	1	4809	0	0	0	0	0	0
chrUn_JTFH01000049v1_decoy	1	4680	0	0	0	0	0	0
chrUn_JTFH01000051v1_decoy	1	4514	0	0	0	0	0	0
chrUn_JTFH01000053v1_decoy	1	4416	0	0	0	0	0	0
chrUn_JTFH01000055v1_decoy	1	4392	0	0	0	0	0	0
chrUn_JTFH01000056v1_decoy	1	4359	0	0	0	0	0	0
chrUn_JTFH01000057v1_decoy	1	4319	0	0	0	0	0	0
chrUn_JTFH01000062v1_decoy	1	4216	0	0	0	0	0	0
chrUn_JTFH01000063v1_decoy	1	4210	0	0	0	0	0	0
chrUn_JTFH01000065v1_decoy	1	4102	0	0	0	0	0	0
chrUn_JTFH01000067v1_decoy	1	4083	0	0	0	0	0	0
chrUn_JTFH01000069v1_decoy	1	3955	0	0	0	0	0	0
chrUn_JTFH01000070v1_decoy	1	3945	0	0	0	0	0	0
chrUn_JTFH01000073v1_decoy	1	3924	0	0	0	0	0	0
chrUn_JTFH01000075v1_decoy	1	3908	0	0	0	0	0	0
chrUn_JTFH01000076v1_decoy	1	3892	0	0	0	0	0	0
chrUn_JTFH01000078v1_decoy	1	3859	0	0	0	0	0	0
chrUn_JTFH01000080v1_decoy	1	3835	0	0	0	0	0	0
chrUn_JTFH01000081v1_decoy	1	3830	0	0	0	0	0	0
chrUn_JTFH01000082v1_decoy	1	3828	0	0	0	0	0	0
chrUn_JTFH01000084v1_decoy	1	3821	0	0	0	0	0	0
chrUn_JTFH01000085v1_decoy	1	3809	0	0	0	0	0	0
chrUn_JTFH01000087v1_decoy	1	3799	0	0	0	0	0	0
chrUn_JTFH01000088v1_decoy	1	3737	0	0	0	0	0	0
chrUn_JTFH01000091v1_decoy	1	3692	0	0	0	0	0	0
chrUn_JTFH01000092v1_decoy	1	3686	0	0	0	0	0	0
chrUn_JTFH01000100v1_decoy	1	3543	0	0	0	0	0	0
chrUn_JTFH01000104v1_decoy	1	3493	0	0	0	0	0	0
chrUn_JTFH01000105v1_decoy	1	3484	0	0	0	0	0	0
chrUn_JTFH01000108v1_decoy	1	3374	0	0	0	0	0	0
chrUn_JTFH01000109v1_decoy	1	3371	0	0	0	0	0	0
chrUn_JTFH01000115v1_decoy	1	3278	0	0	0	0	0	0
chrUn_JTFH01000116v1_decoy	1	3260	0	0	0	0	0	0
chrUn_JTFH01000118v1_decoy	1	3253	0	0	0	0	0	0
chrUn_JTFH01000119v1_decoy	1	3247	0	0	0	0	0	0
chrUn_JTFH01000120v1_decoy	1	3230	0	0	0	0	0	0
chrUn_JTFH01000121v1_decoy	1	3224	0	0	0	0	0	0
chrUn_JTFH01000122v1_decoy	1	3216	0	0	0	0	0	0
chrUn_JTFH01000125v1_decoy	1	3189	0	0	0	0	0	0
chrUn_JTFH01000128v1_decoy	1	3173	0	0	0	0	0	0
chrUn_JTFH01000130v1_decoy	1	3166	0	0	0	0	0	0
chrUn_JTFH01000131v1_decoy	1	3163	0	0	0	0	0	0
chrUn_JTFH01000138v1_decoy	1	3053	0	0	0	0	0	0
chrUn_JTFH01000142v1_decoy	1	3009	0	0	0	0	0	0
chrUn_JTFH01000143v1_decoy	1	2997	0	0	0	0	0	0
chrUn_JTFH01000145v1_decoy	1	2983	0	0	0	0	0	0
chrUn_JTFH01000148v1_decoy	1	2967	0	0	0	0	0	0
chrUn_JTFH01000149v1_decoy	1	2966	0	0	0	0	0	0
chrUn_JTFH01000152v1_decoy	1	2934	0	0	0	0	0	0
chrUn_JTFH01000155v1_decoy	1	2887	0	0	0	0	0	0
